"Proteins Unique Sequence ID"	"Checked"	"Protein FDR Confidence: Combined"	"Master"	"Accession"	"Description"	"Exp. q-value: Combined"	"Sum PEP Score"	"Coverage [%]"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# AAs"	"MW [kDa]"	"calc. pI"	"Score Mascot: Mascot"	"# Peptides (by Search Engine): Mascot"	"Biological Process"	"Cellular Component"	"Molecular Function"	"Pfam IDs"	"Entrez Gene ID"	"Gene ID"	"Ensembl Gene ID"	"Gene Symbol"	"Reactome Pathways"	"WikiPathways"	"# Protein Pathway Groups"	"Abundance Ratio: (head) / (body)"	"Abundance Ratio: (mucus) / (body)"	"Abundance Ratio: (pharynx) / (body)"	"Abundance Ratio: (mucus) / (head)"	"Abundance Ratio: (pharynx) / (head)"	"Abundance Ratio: (pharynx) / (mucus)"	"Abundance Ratio P-Value: (head) / (body)"	"Abundance Ratio P-Value: (mucus) / (body)"	"Abundance Ratio P-Value: (pharynx) / (body)"	"Abundance Ratio P-Value: (mucus) / (head)"	"Abundance Ratio P-Value: (pharynx) / (head)"	"Abundance Ratio P-Value: (pharynx) / (mucus)"	"Abundance Ratio Adj. P-Value: (head) / (body)"	"Abundance Ratio Adj. P-Value: (mucus) / (body)"	"Abundance Ratio Adj. P-Value: (pharynx) / (body)"	"Abundance Ratio Adj. P-Value: (mucus) / (head)"	"Abundance Ratio Adj. P-Value: (pharynx) / (head)"	"Abundance Ratio Adj. P-Value: (pharynx) / (mucus)"	"Abundances (Grouped): body"	"Abundances (Grouped): head"	"Abundances (Grouped): mucus"	"Abundances (Grouped): pharynx"	"Abundances (Grouped) CV [%]: body"	"Abundances (Grouped) CV [%]: head"	"Abundances (Grouped) CV [%]: mucus"	"Abundances (Grouped) CV [%]: pharynx"	"Abundances (Normalized): F2: Sample, body, 2"	"Abundances (Normalized): F6: Sample, body, 6"	"Abundances (Normalized): F10: Sample, body, 10"	"Abundances (Normalized): F1: Sample, head, 1"	"Abundances (Normalized): F5: Sample, head, 5"	"Abundances (Normalized): F9: Sample, head, 9"	"Abundances (Normalized): F4: Sample, mucus, 4"	"Abundances (Normalized): F8: Sample, mucus, 8"	"Abundances (Normalized): F12: Sample, mucus, 12"	"Abundances (Normalized): F3: Sample, pharynx, 3"	"Abundances (Normalized): F7: Sample, pharynx, 7"	"Abundances (Normalized): F11: Sample, pharynx, 11"	"Found in Sample: [S2] F2: Sample, body, 2"	"Found in Sample: [S6] F6: Sample, body, 6"	"Found in Sample: [S10] F10: Sample, body, 10"	"Found in Sample: [S1] F1: Sample, head, 1"	"Found in Sample: [S5] F5: Sample, head, 5"	"Found in Sample: [S9] F9: Sample, head, 9"	"Found in Sample: [S4] F4: Sample, mucus, 4"	"Found in Sample: [S8] F8: Sample, mucus, 8"	"Found in Sample: [S12] F12: Sample, mucus, 12"	"Found in Sample: [S3] F3: Sample, pharynx, 3"	"Found in Sample: [S7] F7: Sample, pharynx, 7"	"Found in Sample: [S11] F11: Sample, pharynx, 11"	"# Protein Groups"	"Modifications"
"7997029189481407841"	"False"	"High"	"IsMasterProtein"	"SMED3_DN8032_c1_g3_i3.p1"	"SMED3_DN8032_c1_g3~~SMED3_DN8032_c1_g3_i3.p1  ORF type:complete len:150 (-),score=29.88 SMED3_DN8032_c1_g3_i3:119-568(-)"	"0.000"	"5.015"	"13"	"2"	"2"	"2"	"149"	"16.9"	"9.89"	"41"	"2"	""	""	""	""	""	"SMED3_DN8032_c1_g3_i3.p1"	""	""	""	""	"0"	"1.138"	"3.305"	"0.594"	"2.903"	"0.522"	"0.180"	"0.999975208226636"	"0.10828348643152"	"0.775431127396744"	"0.162478037530257"	"0.799257515200147"	"0.0493645189929456"	"0.999999996406151"	"0.331423309054607"	"0.999999999997085"	"0.374522469993186"	"1"	"0.191734499708162"	"1002861.8125"	"1141632.9120574"	"3314710.79886677"	"595590.4078272"	"38.89"	"21.89"	"111.64"	"58.66"	"1002861.8125"	"1679734.30737612"	"817732.705149466"	""	"1334454.84116704"	"976672.769797768"	"3314710.79886677"	"19760445.7980533"	"2826187.49972318"	""	"383050.12638878"	"926061.39368751"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"1"	""
"-8203099210321619585"	"False"	"High"	"IsMasterProtein"	"SMED3_DN7442_c0_g1_i15.p1"	"SMED3_DN7442_c0_g1~~SMED3_DN7442_c0_g1_i15.p1  ORF type:complete len:972 (-),score=174.74 SMED3_DN7442_c0_g1_i15:107-2986(-)"	"0.000"	"24.249"	"10"	"8"	"24"	"8"	"959"	"111.9"	"6.32"	"195"	"8"	""	""	""	""	""	"SMED3_DN7442_c0_g1_i15.p1"	""	""	""	""	"0"	"6.249"	"6.036"	"0.423"	"0.966"	"0.068"	"0.070"	"0.0514294546199634"	""	"0.81242009896119"	""	"0.0243257473905232"	""	"0.430484670315587"	""	"0.999999999997085"	""	"0.45083718497103"	""	"998860"	"6241636.08704043"	"6029105.47675136"	"422653.579879144"	"11.60"	"14.02"	""	"92.67"	"998860"	"1078737.35225513"	"854943.526019556"	""	"6894251.99873116"	"5650797.36717129"	""	"6029105.47675136"	""	"369656.482101425"	"1761922.03663191"	"422653.579879144"	"High"	"Peak Found"	"Peak Found"	"Not Found"	"High"	"High"	"Not Found"	"High"	"Not Found"	"Peak Found"	"High"	"Peak Found"	"1"	""
"2772403590202978154"	"False"	"High"	"IsMasterProtein"	"SMED3_DN5026_c0_g1_i1.p1"	"SMED3_DN5026_c0_g1~~SMED3_DN5026_c0_g1_i1.p1  ORF type:complete len:190 (-),score=47.12 SMED3_DN5026_c0_g1_i1:99-668(-)"	"0.000"	"16.605"	"31"	"5"	"16"	"5"	"189"	"22.3"	"4.83"	"161"	"5"	""	""	""	""	""	"SMED3_DN5026_c0_g1_i1.p1"	""	""	""	""	"0"	"8.965"	"1.179"	"3.650"	"0.132"	"0.407"	"3.095"	""	""	""	"0.0752967414443134"	"0.516185015005185"	"0.309433776133133"	""	""	""	"0.239407731913406"	"1"	"0.638840496525454"	"992606"	"8898889.27569105"	"1170583.04588124"	"3622915.19005893"	""	"18.06"	"85.12"	"72.97"	"992606"	""	""	"8898889.27569105"	"9913836.80901808"	"6875515.33923483"	"583595.034165218"	"2347971.7733799"	""	"8384455.26940858"	"3622915.19005893"	"1863234.02410599"	"High"	"Not Found"	"Not Found"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Not Found"	"High"	"Peak Found"	"Peak Found"	"1"	""
"835281541021327605"	"False"	"High"	"IsMasterProtein"	"SMED3_DN4393_c0_g2_i7.p1"	"SMED3_DN4393_c0_g2~~SMED3_DN4393_c0_g2_i7.p1  ORF type:complete len:451 (-),score=117.35 SMED3_DN4393_c0_g2_i7:157-1509(-)"	"0.000"	"10.503"	"8"	"3"	"20"	"3"	"450"	"49.7"	"5.64"	"100"	"3"	""	""	""	""	""	"SMED3_DN4393_c0_g2_i7.p1"	""	""	""	""	"0"	"3.084"	"2.815"	"2.197"	"0.913"	"0.712"	"0.780"	""	""	""	""	"0.655611757452443"	""	""	""	""	""	"1"	""	"992595.334697974"	"3061036.29408386"	"2793895.45463456"	"2180471.00637519"	""	"46.43"	""	"7.70"	""	"992595.334697974"	""	""	"2176802.10103376"	"4304453.39484416"	""	"2793895.45463456"	""	"2421450.6915599"	"2088923.95322626"	"2180471.00637519"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"1"	""
"-4312189337481701625"	"False"	"High"	"IsMasterProtein"	"SMED3_DN10877_c0_g2_i7.p1"	"SMED3_DN10877_c0_g2~~SMED3_DN10877_c0_g2_i7.p1  ORF type:complete len:871 (-),score=199.54 SMED3_DN10877_c0_g2_i7:549-3161(-)"	"0.000"	"17.377"	"9"	"7"	"18"	"7"	"870"	"96.7"	"6.04"	"103"	"7"	""	""	""	""	""	"SMED3_DN10877_c0_g2_i7.p1"	""	""	""	""	"0"	"3.751"	"14.451"	"0.814"	"3.853"	"0.217"	"0.056"	"0.00318249006769378"	"2.23112944663928E-05"	"0.665631152222918"	"0.00113516536668612"	"0.00182778209008205"	"2.4191942827656E-05"	"0.120348374401999"	"0.00199854005122245"	"0.999999999997085"	"0.0214451657189786"	"0.136198030382609"	"0.00250559407857866"	"989244.347903597"	"3710283.769292"	"14295389.4911626"	"805379.952386573"	"34.11"	"20.69"	"29.63"	"22.34"	"1537909.79166667"	"989244.347903597"	"809686.987478422"	"3053202.70314548"	"3710283.769292"	"4616465.98409265"	"14295389.4911626"	"22790417.0580955"	"13867924.6909145"	"686788.300484505"	""	"944449.501030534"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"Peak Found"	"1"	""
"-4434569615363174565"	"False"	"High"	"IsMasterProtein"	"SMED3_DN2924_c0_g2_i2.p1"	"SMED3_DN2924_c0_g2~~SMED3_DN2924_c0_g2_i2.p1  ORF type:complete len:555 (-),score=113.74 SMED3_DN2924_c0_g2_i2:192-1856(-)"	"0.000"	"22.674"	"16"	"7"	"24"	"7"	"554"	"63.8"	"6.18"	"123"	"7"	""	""	""	""	""	"SMED3_DN2924_c0_g2_i2.p1"	""	""	""	""	"0"	"6.281"	"2.261"	"4.328"	"0.360"	"0.689"	"1.914"	""	""	""	""	"0.942823074826442"	""	""	""	""	""	"1"	""	"986131.916666667"	"6193998.97397533"	"2229954.98590992"	"4268060.42831893"	""	"73.01"	""	"61.96"	"986131.916666667"	""	""	"744898.871004091"	"6896603.96712909"	"6193998.97397533"	""	"2229954.98590992"	""	"9450500.2996849"	"2939029.97049325"	"4268060.42831893"	"High"	"Not Found"	"Not Found"	"High"	"High"	"High"	"Not Found"	"High"	"Not Found"	"High"	"Peak Found"	"High"	"1"	""
"1409294364692115435"	"False"	"High"	"IsMasterProtein"	"SMED3_DN12743_c0_g1_i3.p1"	"SMED3_DN12743_c0_g1~~SMED3_DN12743_c0_g1_i3.p1  ORF type:complete len:347 (-),score=55.23 SMED3_DN12743_c0_g1_i3:32-1072(-)"	"0.000"	"6.189"	"7"	"2"	"7"	"2"	"346"	"39.4"	"7.66"	"47"	"2"	""	""	""	""	""	"SMED3_DN12743_c0_g1_i3.p1"	""	""	""	""	"0"	"2.871"	"0.010"	"0.997"	"0.010"	"0.347"	"100.000"	""	""	""	""	""	""	""	""	""	""	""	""	"985215.4375"	"2828070.88845776"	""	"981770.4284324"	""	""	""	"17.42"	"985215.4375"	""	""	""	"2828070.88845776"	""	""	""	""	"1040727.87831148"	"981770.4284324"	"738340.067472483"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"Peak Found"	"Not Found"	"High"	"Peak Found"	"Peak Found"	"1"	""
"3717121971908868886"	"False"	"High"	"IsMasterProtein"	"SMED3_DN2425_c1_g1_i1.p1"	"SMED3_DN2425_c1_g1~~SMED3_DN2425_c1_g1_i1.p1  ORF type:complete len:1315 (-),score=244.00 SMED3_DN2425_c1_g1_i1:181-4125(-)"	"0.000"	"28.187"	"7"	"9"	"27"	"9"	"1314"	"147.6"	"7.71"	"247"	"9"	""	""	""	""	""	"SMED3_DN2425_c1_g1_i1.p1"	""	""	""	""	"0"	"9.858"	"4.175"	"1.149"	"0.424"	"0.117"	"0.275"	"0.354917996231036"	"0.402160823941284"	"0.999677436217347"	"0.999541932541161"	"0.31631660252028"	"0.35994976565667"	"0.878963671279165"	"0.818456110393062"	"0.999999999997085"	"0.99999999999253"	"1"	"0.699791181844968"	"981914.416666667"	"9679520.20025413"	"4099715.7856798"	"1128513.6753019"	"97.04"	"81.61"	"52.59"	"52.93"	"981914.416666667"	"4110476.42908928"	"729757.646987497"	"1064163.28412979"	"14841185.0088023"	"9679520.20025413"	"3414987.2602424"	"8620705.0055391"	"4099715.7856798"	"904602.917947732"	"1128513.6753019"	"2338276.93844762"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"4843075006973188900"	"False"	"High"	"IsMasterProtein"	"SMED3_DN3308_c1_g1_i3.p1"	"SMED3_DN3308_c1_g1~~SMED3_DN3308_c1_g1_i3.p1  ORF type:complete len:772 (-),score=146.04 SMED3_DN3308_c1_g1_i3:186-2357(-)"	"0.000"	"28.528"	"13"	"8"	"29"	"7"	"723"	"84.0"	"5.66"	"219"	"8"	""	""	""	""	""	"SMED3_DN3308_c1_g1_i3.p1"	""	""	""	""	"0"	"13.611"	"0.976"	"1.156"	"0.072"	"0.085"	"1.185"	""	""	""	"0.62469218051551"	"0.795773567826973"	"0.970907393154386"	""	""	""	"0.855877092564598"	"1"	"0.99999999940526"	"978269.833333333"	"13314777.615282"	"954414.038127511"	"1130872.5311598"	""	"77.39"	"131.82"	"100.06"	"978269.833333333"	""	""	"982252.555947736"	"13394401.4586268"	"13314777.615282"	"178915.966755655"	"5091251.34381596"	""	"1130872.5311598"	"5196825.71617892"	"909788.10425169"	"High"	"Not Found"	"Not Found"	"Peak Found"	"High"	"High"	"Peak Found"	"High"	"Not Found"	"High"	"High"	"Peak Found"	"1"	""
"3122790333913815879"	"False"	"High"	"IsMasterProtein"	"SMED3_DN117866_c0_g1_i1.p1"	"SMED3_DN117866_c0_g1~~SMED3_DN117866_c0_g1_i1.p1  ORF type:complete len:1031 (-),score=191.83 SMED3_DN117866_c0_g1_i1:246-3338(-)"	"0.000"	"22.878"	"9"	"7"	"26"	"5"	"1030"	"115.2"	"5.31"	"152"	"7"	""	""	""	""	""	"SMED3_DN117866_c0_g1_i1.p1"	""	""	""	""	"0"	"2.989"	"1.137"	"0.884"	"0.380"	"0.296"	"0.778"	"0.856010511350645"	"0.999804320436268"	"0.962813591021883"	"0.858100821277248"	"0.660131667926913"	"0.982821703613083"	"0.999999996406151"	"0.99999999991784"	"0.999999999997085"	"0.99999999999253"	"1"	"0.99999999940526"	"973988.195976002"	"2911570.04531725"	"1107369.11439068"	"861170.187285519"	"83.00"	"60.73"	"30.78"	"14.25"	"2846698.33333333"	"569873.91802857"	"973988.195976002"	"675124.324643472"	"2911570.04531725"	"3137643.68198537"	"887607.343120758"	"1381541.47215022"	""	"952809.33303276"	"778344.696843851"	""	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"Not Found"	"High"	"Peak Found"	"High"	"1"	""
"5552898536973150182"	"False"	"High"	"IsMasterProtein"	"SMED3_DN415_c4_g1_i4.p1"	"SMED3_DN415_c4_g1~~SMED3_DN415_c4_g1_i4.p1  ORF type:complete len:331 (-),score=71.16 SMED3_DN415_c4_g1_i4:44-1036(-)"	"0.000"	"17.399"	"20"	"6"	"12"	"6"	"330"	"38.5"	"8.53"	"68"	"6"	""	""	""	""	""	"SMED3_DN415_c4_g1_i4.p1"	""	""	""	""	"0"	"6.021"	"3.671"	"3.110"	"0.610"	"0.516"	"0.847"	"0.108779084834997"	"0.410582645889474"	"0.823862779169608"	"0.748011157791805"	"0.344199859929181"	"0.862214604254077"	"0.60603209452776"	"0.830669519693056"	"0.999999999997085"	"0.947662147869176"	"1"	"0.99999999940526"	"973892.258136531"	"5864150.33682307"	"3575244.87885292"	"3028546.09399213"	"86.32"	"22.54"	"17.10"	"85.91"	"3445776.5"	"763793.214747476"	"973892.258136531"	"5864150.33682307"	"5851284.02491782"	"8486370.57291698"	"3091248.10842028"	"3575244.87885292"	"4335409.34438525"	"6308684.35836495"	"3028546.09399213"	"625113.723207836"	"High"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"1"	""
"5274318709615908221"	"False"	"High"	"IsMasterProtein"	"SMED3_DN4330_c0_g1_i1.p1"	"SMED3_DN4330_c0_g1~~SMED3_DN4330_c0_g1_i1.p1  ORF type:complete len:292 (-),score=56.24 SMED3_DN4330_c0_g1_i1:175-1050(-)"	"0.000"	"7.178"	"8"	"2"	"10"	"2"	"291"	"33.8"	"6.46"	"96"	"2"	""	""	""	""	""	"SMED3_DN4330_c0_g1_i1.p1"	""	""	""	""	"0"	"3.349"	"1.203"	"1.331"	"0.359"	"0.398"	"1.107"	"0.238667380755382"	""	"0.939277538121118"	""	"0.428956635838833"	""	"0.774017852795883"	""	"0.999999999997085"	""	"1"	""	"971384.806166498"	"3252876.55720596"	"1168712.6028347"	"1293299.57232249"	"10.51"	"61.66"	""	"11.67"	""	"901656.732380534"	"1046505.18070207"	"3252876.55720596"	"1322272.11120837"	"5434466.56255216"	""	"1168712.6028347"	""	"1404850.98937591"	""	"1190605.83394157"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"Not Found"	"Peak Found"	"Not Found"	"High"	"High"	"High"	"1"	""
"-984024963764197317"	"False"	"High"	"IsMasterProtein"	"SMED3_DN964_c0_g1_i14.p1"	"SMED3_DN964_c0_g1~~SMED3_DN964_c0_g1_i14.p1  ORF type:complete len:574 (-),score=144.88 SMED3_DN964_c0_g1_i14:133-1854(-)"	"0.000"	"38.366"	"21"	"10"	"63"	"10"	"573"	"65.3"	"5.95"	"481"	"10"	""	""	""	""	""	"SMED3_DN964_c0_g1_i14.p1"	""	""	""	""	"0"	"6.949"	"7.370"	"4.931"	"1.061"	"0.710"	"0.669"	"0.00935321389037402"	"0.0239940427789433"	"0.0622050345079058"	"0.89118833539505"	"0.53771562974813"	"0.900682400954144"	"0.197655417065698"	"0.124332767127252"	"0.999999999997085"	"0.99999999999253"	"1"	"0.99999999940526"	"969867.455526231"	"6739581.06754358"	"7148349.88836009"	"4782468.98215653"	"79.86"	"77.82"	"24.68"	"23.44"	"2788371.375"	"969867.455526231"	"617756.571725448"	"5274123.59077043"	"6739581.06754358"	"20610271.5166153"	"7148349.88836009"	"8025880.44068755"	"4838878.31440223"	"3766732.08823604"	"6042549.51565273"	"4782468.98215653"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"5874501967302589880"	"False"	"High"	"IsMasterProtein"	"SMED3_DN10201_c0_g1_i11.p1"	"SMED3_DN10201_c0_g1~~SMED3_DN10201_c0_g1_i11.p1  ORF type:complete len:972 (-),score=193.50 SMED3_DN10201_c0_g1_i11:767-3652(-)"	"0.000"	"24.674"	"9"	"8"	"17"	"8"	"961"	"110.4"	"7.47"	"121"	"8"	""	""	""	""	""	"SMED3_DN10201_c0_g1_i11.p1"	""	""	""	""	"0"	"4.273"	"1.797"	"1.168"	"0.421"	"0.273"	"0.650"	""	""	""	"0.865804639334359"	"0.566843008699438"	"0.937791188115219"	""	""	""	"0.99999999999253"	"1"	"0.99999999940526"	"968040.416666667"	"4136330.93478388"	"1739950.03249388"	"1131067.44335494"	""	"46.86"	"97.59"	"43.44"	"968040.416666667"	""	""	"1506151.30197441"	"4136330.93478388"	"4200877.05342912"	"745123.306467184"	"4062986.74232759"	""	"1553653.22328872"	"823422.847673486"	""	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	"Acetyl [N-Term]"
"7722980198284065027"	"False"	"High"	"IsMasterProtein"	"SMED3_DN13633_c0_g1_i1.p1"	"SMED3_DN13633_c0_g1~~SMED3_DN13633_c0_g1_i1.p1  ORF type:complete len:291 (-),score=68.82 SMED3_DN13633_c0_g1_i1:258-1109(-)"	"0.000"	"4.805"	"7"	"2"	"4"	"2"	"283"	"33.4"	"8.32"	"24"	"2"	""	""	""	""	""	"SMED3_DN13633_c0_g1_i1.p1"	""	""	""	""	"0"	"3.651"	"2.916"	"2.948"	"0.799"	"0.807"	"1.011"	"0.0213854107901696"	""	"0.070432045508468"	""	"0.635358859060347"	""	"0.284660797564329"	""	"0.999999999997085"	""	"1"	""	"967879.221774899"	"3533830.28039375"	"2822008.44552651"	"2853350.62429339"	"31.45"	"35.11"	""	"16.93"	""	"771961.107751678"	"1213519.92805955"	"3104131.2868839"	"3533830.28039375"	"5816338.46986662"	""	"2822008.44552651"	""	""	"3218012.63315265"	"2530011.75361429"	"Not Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"High"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"1"	""
"4196978731038590983"	"False"	"High"	"IsMasterProtein"	"SMED3_DN4632_c0_g1_i6.p1"	"SMED3_DN4632_c0_g1~~SMED3_DN4632_c0_g1_i6.p1  ORF type:5prime_partial len:1492 (-),score=274.17 SMED3_DN4632_c0_g1_i6:30-4505(-)"	"0.000"	"69.848"	"19"	"22"	"111"	"19"	"1491"	"179.3"	"9.52"	"741"	"22"	""	""	""	""	""	"SMED3_DN4632_c0_g1_i6.p1"	""	""	""	""	"0"	"1.349"	"7.971"	"29.177"	"5.911"	"21.635"	"3.660"	""	"0.151525231384726"	"0.0349227239107301"	""	""	"0.623129038137"	""	"0.425981940697733"	"0.999999999997085"	""	""	"0.953868832682585"	"957873.583333333"	"1291799.81404054"	"7635529.61789996"	"27947942.2782922"	"67.40"	""	"136.26"	"31.82"	"957873.583333333"	"905985.316759527"	"2712000.17368609"	""	""	"1291799.81404054"	"60974128.1643583"	"2604839.43587196"	"7635529.61789996"	"22658543.9711629"	"27947942.2782922"	"41616523.1257848"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"5478161507629960127"	"False"	"High"	"IsMasterProtein"	"SMED3_DN1453_c0_g3_i1.p1"	"SMED3_DN1453_c0_g3~~SMED3_DN1453_c0_g3_i1.p1  ORF type:complete len:340 (-),score=86.96 SMED3_DN1453_c0_g3_i1:22-1041(-)"	"0.000"	"7.867"	"12"	"3"	"8"	"3"	"339"	"38.9"	"4.45"	"46"	"3"	""	""	""	""	""	"SMED3_DN1453_c0_g3_i1.p1"	""	""	""	""	"0"	"9.453"	"0.010"	"2.416"	"0.010"	"0.256"	"100.000"	"0.212155507403736"	""	"0.613743679601354"	""	"0.631707503394193"	""	"0.754180684945619"	""	"0.999999999997085"	""	"1"	""	"957338.226023222"	"9049661.29928475"	""	"2312957.88856004"	"65.09"	"67.98"	""	"51.90"	"1574726.375"	""	"582003.637936965"	"1459080.37867108"	"9049661.29928475"	"9674222.65054777"	""	""	""	"1574014.05339182"	""	"3398809.67563406"	"High"	"Not Found"	"Peak Found"	"High"	"High"	"High"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"High"	"1"	""
"-8179690974357097621"	"False"	"High"	"IsMasterProtein"	"SMED3_DN3471_c0_g1_i1.p1"	"SMED3_DN3471_c0_g1~~SMED3_DN3471_c0_g1_i1.p1  ORF type:complete len:1160 (-),score=236.00 SMED3_DN3471_c0_g1_i1:109-3588(-)"	"0.000"	"7.916"	"2"	"2"	"2"	"2"	"1159"	"130.7"	"8.00"	"24"	"2"	""	""	""	""	""	"SMED3_DN3471_c0_g1_i1.p1"	""	""	""	""	"0"	"0.010"	"3.982"	"4.173"	"100.000"	"100.000"	"1.048"	""	""	""	""	""	""	""	""	""	""	""	""	"949262.875"	""	"3780091.25340006"	"3961685.31830341"	""	""	""	""	"949262.875"	""	""	""	""	""	""	"3780091.25340006"	""	""	""	"3961685.31830341"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"1"	""
"578762239914814464"	"False"	"High"	"IsMasterProtein"	"SMED3_DN880_c0_g1_i25.p1"	"SMED3_DN880_c0_g1~~SMED3_DN880_c0_g1_i25.p1  ORF type:complete len:690 (-),score=156.62 SMED3_DN880_c0_g1_i25:414-2483(-)"	"0.000"	"15.744"	"9"	"5"	"13"	"5"	"689"	"78.4"	"6.62"	"65"	"5"	""	""	""	""	""	"SMED3_DN880_c0_g1_i25.p1"	""	""	""	""	"0"	"4.145"	"0.010"	"1.237"	"0.010"	"0.298"	"100.000"	"0.13618875658238"	""	""	""	""	""	"0.644228917047582"	""	""	""	""	""	"946560.53263891"	"3923305.2660199"	""	"1170549.34501082"	"55.79"	"3.50"	""	""	"1436524.66666667"	"623711.421557901"	""	""	"3827424.48254074"	"4021587.95832378"	""	""	""	"1170549.34501082"	""	""	"High"	"Peak Found"	"Not Found"	"Not Found"	"High"	"High"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"1"	""
"4657095546317577530"	"False"	"High"	"IsMasterProtein"	"SMED3_DN152_c1_g1_i11.p1"	"SMED3_DN152_c1_g1~~SMED3_DN152_c1_g1_i11.p1  ORF type:complete len:549 (-),score=103.25 SMED3_DN152_c1_g1_i11:302-1948(-)"	"0.000"	"10.965"	"9"	"4"	"20"	"3"	"548"	"63.4"	"8.02"	"127"	"4"	""	""	""	""	""	"SMED3_DN152_c1_g1_i11.p1"	""	""	""	""	"0"	"4.779"	"0.322"	"1.885"	"0.067"	"0.394"	"5.853"	"0.470801388636275"	"0.928837215997843"	"0.994706835208179"	"0.168666018047102"	"0.515407117683809"	"0.786064080918498"	"0.963121196780101"	"0.99999999991784"	"0.999999999997085"	"0.381032250037647"	"1"	"0.99999999940526"	"946047.827094205"	"4521395.76929782"	"304665.856038439"	"1783337.11782529"	"111.38"	"47.62"	"117.02"	"66.75"	"2744422.5"	"326118.33314647"	""	"2174589.07029665"	"4521395.76929782"	"6280232.47913231"	"254727.969464259"	"2025775.12238064"	"304665.856038439"	"2357365.82707247"	"1783337.11782529"	"394632.474977074"	"High"	"Peak Found"	"Not Found"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"1"	""
"8301624096253131788"	"False"	"High"	"IsMasterProtein"	"SMED3_DN13275_c0_g2_i2.p1"	"SMED3_DN13275_c0_g2~~SMED3_DN13275_c0_g2_i2.p1  ORF type:complete len:399 (-),score=109.41 SMED3_DN13275_c0_g2_i2:441-1607(-)"	"0.000"	"7.531"	"7"	"3"	"7"	"3"	"388"	"44.5"	"4.41"	"20"	"3"	""	""	""	""	""	"SMED3_DN13275_c0_g2_i2.p1"	""	""	""	""	"0"	"5.205"	"0.010"	"0.825"	"0.010"	"0.158"	"100.000"	"0.0683739029646158"	""	"0.976937444995553"	""	"0.088698242137747"	""	"0.497033052445535"	""	"0.999999999997085"	""	"0.75602699784391"	""	"939053.916666667"	"4887327.5023157"	""	"774297.955067886"	"67.17"	"10.17"	""	"101.07"	"939053.916666667"	"443929.927833666"	"1883491.91563381"	"4265945.90371101"	"5227505.15372723"	"4887327.5023157"	""	""	""	"458623.245995631"	"774297.955067886"	"3172461.26518579"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"High"	"1"	""
