Gene	GO
SMED3_DN4314_c0_g1	GO:0006086,GO:0006096,GO:0045254,GO:0045335,GO:0005759,GO:0005739,GO:0004739
SMED3_DN4315_c0_g1	GO:0009435,GO:0005737,GO:0033735,GO:0050661
SMED3_DN4321_c0_g1	GO:0000056,GO:0051292,GO:0051028,GO:0000055,GO:1900037,GO:0007099,GO:0006611,GO:0005634,GO:0031965,GO:0005643,GO:0005737,GO:0031267,GO:0005049
SMED3_DN4326_c6_g1	GO:0006412,GO:0005840,GO:0003735,GO:0003723
SMED3_DN4329_c0_g1	GO:0030111,GO:0035249,GO:0019228,GO:0048813,GO:0007605,GO:1902017,GO:0001764,GO:0008542,GO:0035556,GO:0060271,GO:0045880,GO:0007399,GO:0005930,GO:0005829,GO:0060091,GO:0015630,GO:0005874,GO:0005737,GO:0034451,GO:0005815,GO:0045202,GO:0072686,GO:0019894
SMED3_DN4330_c0_g1	GO:0006657,GO:0045335,GO:0031210,GO:0004105
SMED3_DN4331_c0_g2	GO:0050708,GO:0006417,GO:0006457,GO:0005634,GO:0012505,GO:0031965,GO:0016021,GO:0003677
SMED3_DN4340_c0_g1	GO:0000398,GO:0005634,GO:0005829,GO:0000243,GO:0008270,GO:0045131
SMED3_DN4346_c0_g1	GO:0031053,GO:0031047,GO:0006397,GO:0005634,GO:0016604,GO:0005654,GO:0005515
SMED3_DN4349_c0_g1	GO:0090304,GO:0016973,GO:0005634,GO:0003682,GO:0003677,GO:0005515,GO:0003723
SMED3_DN4350_c0_g2	GO:0006890,GO:0006886,GO:0006888,GO:0006891,GO:0005794,GO:0005737,GO:0030126,GO:0000139,GO:0005515,GO:0005198
SMED3_DN4350_c1_g2	GO:0006412,GO:0006414,GO:0006749,GO:0005634,GO:0005737,GO:0005853,GO:0003746
SMED3_DN4350_c2_g3	GO:0045109,GO:0030855,GO:0006915,GO:0009267,GO:0050708,GO:0005882,GO:1990357,GO:0030054,GO:0045179,GO:0005515
SMED3_DN4352_c0_g2	GO:0006511,GO:0005634,GO:0005829,GO:0008541,GO:0000502,GO:0005198
SMED3_DN43539_c0_g1	GO:0006357,GO:0008631,GO:0042554,GO:0010042,GO:0051602,GO:0048678,GO:0035900,GO:0042542,GO:0048773,GO:0071361,GO:0010043,GO:0048147,GO:0048666,GO:1905932,GO:0007626,GO:0010332,GO:0010269,GO:1905461,GO:0000303,GO:0009410,GO:0008630,GO:0043524,GO:0009791,GO:0009409,GO:0014823,GO:0045599,GO:0032364,GO:0001666,GO:0001315,GO:0007507,GO:0007568,GO:0033591,GO:0019430,GO:0010729,GO:0030097,GO:0001889,GO:0046686,GO:0022904,GO:0071000,GO:0045429,GO:0055093,GO:1902631,GO:0050665,GO:0051881,GO:0051289,GO:1902176,GO:0030335,GO:0034021,GO:0003069,GO:0050790,GO:0055072,GO:0035902,GO:0003032,GO:1904706,GO:0001836,GO:0032496,GO:0006749,GO:0005739,GO:0005737,GO:0042645,GO:0005759,GO:0070062,GO:0003677,GO:0004784,GO:0030145,GO:0042802,GO:0019825,GO:0019899
SMED3_DN4358_c0_g3	GO:0055085,GO:0061462,GO:0050821,GO:0016021,GO:0005764,GO:0005765,GO:0042803,GO:0022857
SMED3_DN435_c0_g1	GO:0032543,GO:0005762,GO:0005743,GO:0005739,GO:0005761,GO:0003735
SMED3_DN4362_c0_g1	GO:0007283,GO:0030154,GO:0005856,GO:0005634,GO:0048471,GO:0005737,GO:0002177,GO:0043014
SMED3_DN4363_c0_g1	GO:0006979,GO:0009617,GO:0045087,GO:0034605,GO:0016020,GO:0016021,GO:0005549
SMED3_DN4364_c0_g1	GO:0007186,GO:0003380,GO:0010470,GO:0055059,GO:0060027,GO:0045176,GO:0048383,GO:0045879,GO:0061343,GO:0043519,GO:0005737,GO:0005834,GO:0005886,GO:0030159
SMED3_DN4366_c0_g1	GO:0007017,GO:0007021,GO:0006457,GO:0005634,GO:0005829,GO:0016272,GO:0005844,GO:0005737,GO:0015631
SMED3_DN4370_c0_g1	GO:0006412,GO:0008340,GO:0005840,GO:0003735
SMED3_DN4371_c0_g1	GO:0006457,GO:0016272,GO:0005737,GO:0051082
SMED3_DN4372_c0_g1	GO:0001676,GO:0005769,GO:0005811,GO:0010008,GO:0005783,GO:0005737,GO:0045335,GO:0010009,GO:0004467,GO:0005524
SMED3_DN43745_c1_g1	GO:0009725,GO:0006723,GO:0005783,GO:0005789,GO:0003958,GO:0010181
SMED3_DN4375_c0_g1	GO:0005978,GO:0009267,GO:0045819,GO:0071329,GO:0061723,GO:0005737,GO:0031410,GO:0005776,GO:0004373
SMED3_DN43797_c0_g1	GO:1902600,GO:0007035,GO:0046034,GO:0005769,GO:0005829,GO:0005903,GO:0048471,GO:0000221,GO:0005886,GO:0033181,GO:0046961,GO:0005524
SMED3_DN437_c0_g1	GO:0006355,GO:0006914,GO:0005634,GO:0005737,GO:0003712,GO:0030674,GO:0043621
SMED3_DN4385_c0_g1	GO:0006915,GO:0043066,GO:0005634,GO:0005515
SMED3_DN4387_c0_g1	GO:1902204,GO:0008284,GO:0002040,GO:0005576,GO:0005171,GO:0005178
SMED3_DN4388_c0_g1	GO:0030968,GO:0006470,GO:0005634,GO:0005829,GO:0017018,GO:0046872
SMED3_DN4393_c0_g1	GO:0046718,GO:0098670,GO:0005886,GO:0016021,GO:0016491
SMED3_DN4393_c0_g2	GO:0034498,GO:0006897,GO:0006895,GO:0032511,GO:0015031,GO:0030036,GO:0030125,GO:0005829,GO:0030665,GO:0005794,GO:0005737,GO:0005886,GO:0005768,GO:0080025,GO:0032266,GO:0030276
SMED3_DN4394_c1_g1	GO:0030178,GO:0006508,GO:0016020,GO:0016021,GO:0004222,GO:0046872
SMED3_DN44036_c0_g2	GO:0097264,GO:0007189,GO:0007166,GO:0005887,GO:0005886,GO:0004930,GO:0004175,GO:0030246
SMED3_DN4405_c0_g1	GO:0042838,GO:0005737,GO:0005829,GO:0047448
SMED3_DN4410_c0_g1	GO:0045773,GO:0048812,GO:0030833,GO:0016477,GO:0022416,GO:0061003,GO:0098974,GO:0072553,GO:0045887,GO:0005884,GO:0030426,GO:0030027,GO:0061177,GO:0030424,GO:0030425,GO:0045211,GO:0030864,GO:0005886,GO:0005938,GO:0014069,GO:0031594,GO:0061176,GO:0051015,GO:0005546,GO:0001786,GO:0005547
SMED3_DN44113_c0_g1	GO:1902600,GO:0006119,GO:0006123,GO:0005743,GO:0005739,GO:0005740,GO:0005751,GO:0004129,GO:0046872
SMED3_DN44122_c0_g1	GO:0015031,GO:0007035,GO:0043254,GO:0070072,GO:0005856,GO:0005634,GO:0044732,GO:0005737,GO:0051010
SMED3_DN44183_c0_g1	GO:0042026,GO:0030433,GO:0051085,GO:0034620,GO:0030968,GO:0005634,GO:0005788,GO:0005737,GO:0005791,GO:0034663,GO:0016020,GO:0005524,GO:0031072,GO:0061629,GO:0016887,GO:0051787,GO:0051082,GO:0140662
SMED3_DN441_c1_g1	GO:0015031,GO:0005769,GO:0032266,GO:0005515,GO:0046872
SMED3_DN441_c3_g1	GO:0051086,GO:0005737,GO:0005832,GO:0140662,GO:0016887,GO:0051082,GO:0005524
SMED3_DN44217_c3_g1	GO:0051987,GO:0007059,GO:0051301,GO:1990758,GO:0031116,GO:0007049,GO:0005737,GO:0051010
SMED3_DN4421_c0_g2	GO:0070973,GO:0007283,GO:0032471,GO:0006915,GO:0007204,GO:1903071,GO:0034976,GO:0043280,GO:1904154,GO:0006888,GO:0006626,GO:0035584,GO:2001244,GO:0051561,GO:0005811,GO:0030136,GO:0005783,GO:0005739,GO:0005887,GO:0033116,GO:0005789,GO:0000139,GO:0032580,GO:0097038,GO:0044233,GO:0044877,GO:0042288
SMED3_DN44275_c0_g2	GO:0006886,GO:0016192,GO:0007030,GO:0098993,GO:0043025,GO:0005783,GO:0048471,GO:0042470,GO:0005794,GO:0005789,GO:0000139,GO:0033116,GO:0005515,GO:0005525,GO:0019003,GO:0003924
SMED3_DN443_c0_g3	GO:0006096,GO:0005737,GO:0016301,GO:0005524,GO:0000287,GO:0030955,GO:0004743
SMED3_DN443_c1_g1	GO:0045450,GO:0051028,GO:0043162,GO:0042981,GO:0043328,GO:0043025,GO:0000814,GO:0005737,GO:0031902,GO:0005768,GO:0003730,GO:0032266,GO:0043130
SMED3_DN4451_c0_g1	GO:0000278,GO:0050790,GO:0045879,GO:0006470,GO:0005634,GO:0000775,GO:0030289,GO:0005737,GO:0019888
SMED3_DN4452_c0_g3	GO:0030261,GO:2000679,GO:0045910,GO:0006334,GO:0031507,GO:0005634,GO:0005730,GO:0000786,GO:0005654,GO:0017053,GO:0015629,GO:0005694,GO:0016604,GO:0005794,GO:0000791,GO:0030527,GO:0031492,GO:0003680,GO:0003690
SMED3_DN4454_c0_g1	GO:0032543,GO:0016020,GO:0016021,GO:0003723,GO:0003735
SMED3_DN445_c0_g4	GO:0006457,GO:0005737,GO:0016887,GO:0051082,GO:0005524
SMED3_DN44613_c0_g1	GO:0042128,GO:0015706,GO:0005886,GO:0016021,GO:0015112
SMED3_DN44668_c0_g1	GO:0040011,GO:0002119,GO:0071689,GO:0030239,GO:0051694,GO:0045214,GO:0009792,GO:0005737,GO:0030016,GO:0005865,GO:1990357,GO:0051015,GO:0005523
SMED3_DN44681_c0_g1	GO:0060289,GO:0019749,GO:1903688,GO:0032956,GO:0009791,GO:0035148,GO:0090254,GO:0042060,GO:0035191,GO:0000281,GO:0110069,GO:0035277,GO:0035159,GO:0045879,GO:0007298,GO:0060288,GO:0035317,GO:0003384,GO:0031036,GO:0032154,GO:0005829,GO:0110071,GO:0051233,GO:0106037,GO:0016460,GO:1903144,GO:0048471,GO:0030496,GO:0005912,GO:0005886,GO:0035183,GO:0016324,GO:0045177,GO:0032036,GO:0005509
SMED3_DN44681_c3_g3	GO:0006218,GO:0009166,GO:0044206,GO:0005737,GO:0004850,GO:0042802
SMED3_DN446_c0_g1	GO:0016485,GO:0005886,GO:0016021,GO:0004222,GO:0046872
SMED3_DN4474_c0_g1	GO:0019953,GO:0016477,GO:0016485,GO:0005615,GO:0005576,GO:0004222,GO:0008270
SMED3_DN44776_c0_g1	GO:0071816,GO:0045050,GO:0072546,GO:0030176,GO:0005783,GO:0005789,GO:0032977
SMED3_DN44778_c0_g1	GO:0042759,GO:0019433,GO:0008340,GO:0016239,GO:0005737,GO:0005764,GO:0043202,GO:0004806
SMED3_DN44785_c0_g2	GO:0006468,GO:0031623,GO:0007165,GO:0022400,GO:0097381,GO:0005938,GO:0005829,GO:0005886,GO:0004703,GO:0050254,GO:0005524
SMED3_DN44785_c1_g2	GO:0006508,GO:0005737,GO:0070006,GO:0030145
SMED3_DN4482_c1_g1	GO:0015908,GO:0005634,GO:0005829,GO:0048471,GO:0005504
SMED3_DN4483_c1_g1	GO:0043066,GO:0097192,GO:0006915,GO:0008630,GO:0005741,GO:0005737,GO:0042803,GO:0046982
SMED3_DN4489_c1_g1	GO:0045892,GO:0045893,GO:0005634,GO:0005654,GO:0046872
SMED3_DN448_c0_g1	GO:0006897,GO:0005737,GO:0008270
SMED3_DN4491_c0_g1	GO:0019432,GO:0071763,GO:0009062,GO:0007029,GO:0006913,GO:0019915,GO:0005634,GO:0005829,GO:0000287,GO:0005515,GO:0008195
SMED3_DN44995_c0_g5	GO:0010951,GO:0005615,GO:0004867
SMED3_DN4500_c0_g1	GO:0006744,GO:0032259,GO:0031314,GO:0005743,GO:0005739,GO:0043333
SMED3_DN4503_c0_g1	GO:0007283,GO:0030154,GO:0007010,GO:0005856,GO:0005737,GO:0033150,GO:0043159,GO:0005200
SMED3_DN4503_c1_g1	GO:0051016,GO:0018108,GO:0042989,GO:0030042,GO:0015629,GO:0005884,GO:0005938,GO:0003785,GO:0051015,GO:0004713
SMED3_DN45070_c0_g2	GO:0019050,GO:0016020,GO:0033644,GO:0016021,GO:0042803,GO:0046982
SMED3_DN4512_c0_g1	GO:1902600,GO:0015876,GO:0016020,GO:0016021,GO:0015295,GO:0008521
SMED3_DN4514_c0_g1	GO:0051568,GO:0048188,GO:0005634,GO:0044666,GO:0005515
SMED3_DN4514_c0_g2	GO:0051568,GO:0048188,GO:0005634,GO:0044666,GO:0005515
SMED3_DN4515_c0_g1	GO:0006378,GO:0098789,GO:0007129,GO:0033620,GO:0005634,GO:0005829,GO:0005847,GO:0003729
SMED3_DN4516_c0_g2	GO:0006631,GO:1990845,GO:0005777,GO:0000166,GO:0016627,GO:0005504
SMED3_DN4522_c0_g1	GO:0006508,GO:0005856,GO:0005737,GO:0030018,GO:0008233
SMED3_DN4523_c0_g1	GO:0032968,GO:0006367,GO:0005634,GO:0005829,GO:0005674,GO:0016251,GO:0003677,GO:0001096
SMED3_DN4523_c1_g1	GO:0043001,GO:0034976,GO:0005794,GO:0070840,GO:0005515
SMED3_DN4526_c0_g1	GO:0006750,GO:0005829,GO:0000287,GO:0004363,GO:0043295,GO:0005524
SMED3_DN4534_c0_g2	GO:0060742,GO:0019216,GO:0060736,GO:0006665,GO:0007193,GO:0005576,GO:0005829,GO:0005615,GO:0005737,GO:0005764,GO:1905573,GO:0097110,GO:0030882,GO:0002020,GO:0005543,GO:1905577,GO:0042803,GO:0001664,GO:1905575,GO:1905574,GO:1905576
SMED3_DN4538_c0_g2	GO:0034220,GO:0005938,GO:0030864,GO:0005925,GO:0015075,GO:0051015,GO:0046872
SMED3_DN4540_c0_g2	GO:0006096,GO:0006099,GO:0031966,GO:0005739,GO:0045252,GO:0005759,GO:0030976,GO:0004591
SMED3_DN45440_c0_g1	GO:0006260,GO:0070987,GO:0043504,GO:0000724,GO:0042276,GO:0005634,GO:0005829,GO:0043596,GO:0016035,GO:0005739,GO:0000262,GO:0003677,GO:0003887,GO:0046872,GO:0051539,GO:0000166
SMED3_DN4544_c0_g2	GO:0008380,GO:0006397,GO:0005634,GO:0005737,GO:0016887,GO:0003724,GO:0003676,GO:0005524
SMED3_DN4555_c0_g2	GO:0032922,GO:0010288,GO:0051301,GO:0043153,GO:0005977,GO:2001241,GO:0030324,GO:0005981,GO:0098609,GO:0005979,GO:0048754,GO:0007049,GO:1904886,GO:0070262,GO:0050790,GO:0036496,GO:0090263,GO:0032091,GO:0035970,GO:0043204,GO:0005829,GO:0005634,GO:0005730,GO:0005654,GO:0042587,GO:0098793,GO:0072357,GO:0000164,GO:0043025,GO:0000781,GO:0005912,GO:0005737,GO:0098978,GO:0005886,GO:0043197,GO:0070062,GO:0046872,GO:0043021,GO:0098641,GO:0008157,GO:0017018,GO:0072542,GO:1901567
SMED3_DN4557_c0_g2	GO:0006897,GO:0035098,GO:0043078,GO:0005677,GO:0032266,GO:0005515,GO:0046872
SMED3_DN4560_c0_g1	GO:0006826,GO:0006879,GO:0005737,GO:0004322,GO:0008199
SMED3_DN4561_c0_g1	GO:0006122,GO:0005750,GO:0005743,GO:0005739,GO:0070469,GO:0008121
SMED3_DN4564_c0_g1	GO:0016310,GO:0009132,GO:0044209,GO:0046940,GO:0005737,GO:0005829,GO:0043231,GO:0004017,GO:0008270,GO:0004550,GO:0005524
SMED3_DN4567_c0_g1	GO:0006334,GO:0005634,GO:0005829,GO:0000785,GO:0005737,GO:0003682,GO:0042393
SMED3_DN456_c0_g1	GO:0006281,GO:0018298,GO:0005634,GO:0003677,GO:0003904
SMED3_DN4570_c0_g1	GO:0007218,GO:0005576,GO:0005112
SMED3_DN4572_c0_g1	GO:0006090,GO:0006108,GO:0005737,GO:0051287,GO:0004471,GO:0008948,GO:0046872,GO:0004473
SMED3_DN4574_c0_g1	GO:0045324,GO:0015031,GO:0032509,GO:0005829,GO:0005771,GO:0000815,GO:0005737,GO:0031902,GO:0005515
SMED3_DN4575_c0_g1	GO:0009617,GO:0005783,GO:0005789,GO:0016021,GO:0042802
SMED3_DN4578_c0_g1	GO:0039648,GO:0016567,GO:0016020,GO:0033644,GO:0016021,GO:0016740,GO:0046872
SMED3_DN4592_c0_g1	GO:0006470,GO:0005856,GO:0005737,GO:0016529,GO:0008092,GO:0004725
SMED3_DN4599_c0_g1	GO:0019439,GO:0005886,GO:0008289,GO:0005525,GO:0003924,GO:0042802
SMED3_DN45_c1_g1	GO:0071704,GO:0044238,GO:0016020,GO:0016021,GO:0008270
SMED3_DN4600_c0_g1	GO:0007283,GO:0031047,GO:0030154,GO:0051321,GO:0090305,GO:0005737,GO:0004519,GO:0005515,GO:0061980,GO:0046872
SMED3_DN4602_c0_g1	GO:0043171,GO:0051603,GO:0051321,GO:0005737,GO:0005829,GO:0005739,GO:0004222,GO:0046872
SMED3_DN4604_c0_g1	GO:0070536,GO:0010623,GO:0043161,GO:0005838,GO:0008541,GO:0000502,GO:0070628,GO:0046872,GO:0005515,GO:0061578,GO:0070122,GO:0140492
SMED3_DN46064_c0_g4	GO:0000398,GO:0009555,GO:0055046,GO:0048481,GO:0009846,GO:0005634,GO:0005686,GO:0030620
SMED3_DN46066_c0_g2	GO:0061724,GO:0016042,GO:0099638,GO:0090383,GO:0045022,GO:0090385,GO:0000421,GO:0005829,GO:0005811,GO:0005770,GO:0033162,GO:0005739,GO:0032419,GO:0045335,GO:0031966,GO:0031902,GO:0005764,GO:0005765,GO:0030670,GO:0003925,GO:0005525
SMED3_DN4607_c0_g1	GO:0035821,GO:0016020,GO:0016021,GO:0090729
SMED3_DN46096_c1_g1	GO:0000381,GO:0007409,GO:0021693,GO:0005634,GO:0005654,GO:0003727
SMED3_DN4616_c0_g3	GO:0051321,GO:0005886,GO:0016021,GO:0051087
SMED3_DN46175_c0_g2	GO:0045040,GO:0070096,GO:0030150,GO:0019028,GO:0005198
SMED3_DN4620_c0_g1	GO:0001881,GO:0006904,GO:0072659,GO:0017157,GO:1902647,GO:0032456,GO:0032869,GO:0009306,GO:1904951,GO:0005769,GO:0030424,GO:0043025,GO:0031045,GO:0005794,GO:0055038,GO:0005797,GO:0055037,GO:0031902,GO:0008021,GO:0005886,GO:0000139,GO:0031901,GO:0032593,GO:0003925,GO:0071532,GO:0005525,GO:0032794
SMED3_DN46282_c2_g1	GO:0009408,GO:0042026,GO:0008340,GO:0019538,GO:0009792,GO:0005829,GO:0044183,GO:0051082
SMED3_DN4628_c0_g1	GO:0065002,GO:0031629,GO:0016082,GO:0030728,GO:0006887,GO:0098793,GO:0045202,GO:0031201,GO:0055037,GO:0005886,GO:0016324,GO:0043005,GO:0005484,GO:0019905
SMED3_DN462_c0_g1	GO:1902600,GO:0030007,GO:0014070,GO:0006883,GO:0036376,GO:0006885,GO:0010038,GO:0010248,GO:1990573,GO:0005829,GO:0016323,GO:0015629,GO:0005886,GO:0016324,GO:0016021,GO:0005524,GO:0046872,GO:0005515,GO:0016887,GO:0005391,GO:0008900
SMED3_DN46328_c0_g1	GO:0006935,GO:0005576,GO:0099106,GO:0090729
SMED3_DN46328_c0_g2	GO:0006935,GO:0005576,GO:0099106,GO:0090729
SMED3_DN4632_c0_g1	GO:0033628,GO:0033627,GO:0072499,GO:0034446,GO:0005604,GO:0005576,GO:0005178
SMED3_DN4632_c1_g1	GO:0006813,GO:0005886,GO:0016021,GO:0036094
SMED3_DN4633_c0_g1	GO:0050766,GO:1905303,GO:0042127,GO:0030866,GO:0044351,GO:0048870,GO:0007015,GO:2000146,GO:0000902,GO:0019953,GO:0007265,GO:0005886,GO:0003925,GO:0005525,GO:0019003,GO:0043548
SMED3_DN46407_c0_g1	GO:0006635,GO:0042619,GO:0005829,GO:0005777,GO:0005739,GO:0003985
SMED3_DN4644_c0_g1	GO:0010791,GO:0000723,GO:0035306,GO:0007534,GO:0042138,GO:0006281,GO:0031860,GO:0000706,GO:0051321,GO:0000737,GO:1905779,GO:0030430,GO:0000014,GO:0003690,GO:0042802
SMED3_DN4645_c0_g1	GO:0006412,GO:0001732,GO:0002183,GO:0005852,GO:0016282,GO:0033290,GO:0005737,GO:0003743,GO:0003723,GO:0031369
SMED3_DN4648_c0_g1	GO:0034486,GO:0016020,GO:1905103,GO:0022857
SMED3_DN464_c0_g1	GO:0015908,GO:0005737,GO:0008289
SMED3_DN4651_c0_g1	GO:0043933,GO:0042407,GO:0005783,GO:0005794,GO:0005737,GO:0016020,GO:0016021,GO:1901612,GO:0070300
SMED3_DN4651_c1_g1	GO:0043933,GO:0042407,GO:0005783,GO:0005794,GO:0005737,GO:0016020,GO:0016021,GO:1990593
SMED3_DN46532_c0_g1	GO:0040001,GO:0000916,GO:0045931,GO:0030866,GO:0030590,GO:0043666,GO:0007049,GO:0005856,GO:0005634,GO:0005829,GO:0000922,GO:1903293,GO:0005938,GO:0000235,GO:0019888,GO:0019903
SMED3_DN4657_c0_g1	GO:0040014,GO:0006412,GO:0001731,GO:0008340,GO:0006413,GO:0001732,GO:0005850,GO:0003743,GO:0003729,GO:0031369,GO:0046872
SMED3_DN465_c0_g1	GO:0032259,GO:0006231,GO:0006235,GO:0005634,GO:0005829,GO:0005739,GO:0034399,GO:0004799
SMED3_DN466_c0_g1	GO:0009200,GO:0005739,GO:0008017,GO:0016651,GO:0004148,GO:0050660
SMED3_DN4674_c0_g1	GO:0090597,GO:0006357,GO:0110039,GO:0045138,GO:0040018,GO:0042661,GO:0007179,GO:0030307,GO:0009791,GO:0030154,GO:0060465,GO:0060395,GO:0030509,GO:0071144,GO:0005737,GO:0005634,GO:0000978,GO:0070411,GO:0000981,GO:0046872
SMED3_DN46767_c0_g2	GO:0036149,GO:0002009,GO:0005783,GO:0012505,GO:0005789,GO:0016021,GO:0016746
SMED3_DN4681_c0_g2	GO:0019430,GO:0034599,GO:0005634,GO:0005829,GO:0005737,GO:0097573,GO:0004602,GO:0004362
SMED3_DN46822_c0_g1	GO:0010951,GO:0005615,GO:0004867
SMED3_DN4687_c0_g2	GO:0045087,GO:0005576,GO:0005102
SMED3_DN4691_c0_g1	GO:0006783,GO:0005743,GO:0005739,GO:0051537,GO:0004325,GO:0046872
SMED3_DN4692_c0_g1	GO:0006886,GO:0016192,GO:0006906,GO:0048278,GO:0005829,GO:0012505,GO:0031201,GO:0010008,GO:0005794,GO:0005768,GO:0016021,GO:0005484,GO:0000149
SMED3_DN4695_c0_g1	GO:0016310,GO:0009142,GO:0046033,GO:0046940,GO:0043231,GO:0005737,GO:0005759,GO:0046899,GO:0004017,GO:0005524
SMED3_DN4697_c0_g1	GO:0009698,GO:0005777,GO:0016207,GO:0005524
SMED3_DN46_c0_g1	GO:0046940,GO:0016310,GO:0006172,GO:0046033,GO:0046034,GO:0005737,GO:0005829,GO:0005739,GO:0005758,GO:0004017,GO:0005524
SMED3_DN4707_c0_g1	GO:0006099,GO:0006739,GO:0006102,GO:0006097,GO:0006103,GO:0005737,GO:0005829,GO:0005739,GO:0045335,GO:0051287,GO:0000287,GO:0004450
SMED3_DN4711_c0_g1	GO:0006574,GO:0005739,GO:0051287,GO:0008442,GO:0050661
SMED3_DN4712_c0_g1	GO:0006412,GO:0022627,GO:0031012,GO:0005840,GO:0003723,GO:0003735
SMED3_DN4713_c3_g1	GO:0019483,GO:0006212,GO:0006210,GO:0006214,GO:0005737,GO:0005829,GO:0046872,GO:0051539,GO:0050661,GO:0017113,GO:0002058
SMED3_DN471_c3_g1	GO:0016236,GO:0015031,GO:0005615,GO:0000329,GO:0005773,GO:0016021,GO:0005518,GO:0050840,GO:0005178
SMED3_DN471_c3_g2	GO:0008333,GO:0015031,GO:0006906,GO:0031201,GO:0005783,GO:0005767,GO:0005794,GO:0045335,GO:0005886,GO:0031902,GO:0005789,GO:0005765,GO:0005768,GO:0030658,GO:0030670,GO:0016021,GO:0005515
SMED3_DN472_c0_g1	GO:0007283,GO:0000398,GO:0000381,GO:0048025,GO:0048477,GO:0005634,GO:0005654,GO:0005685,GO:0071013,GO:0071011,GO:0016607,GO:0071004,GO:0030619,GO:0005515,GO:0003729
SMED3_DN4732_c0_g1	GO:0006096,GO:0005737,GO:0016301,GO:0005524,GO:0000287,GO:0030955,GO:0004743
SMED3_DN4746_c0_g1	GO:0007323,GO:0016485,GO:0030173,GO:0016020,GO:0005802,GO:0004252
SMED3_DN4748_c0_g1	GO:0006457,GO:0005634,GO:0005832,GO:0009506,GO:0005737,GO:0140662,GO:0016887,GO:0051082,GO:0005524
SMED3_DN474_c3_g1	GO:0006560,GO:0005829,GO:0102742,GO:0047029,GO:0047995
SMED3_DN4750_c1_g1	GO:0000281,GO:0031152,GO:0007264,GO:0006935,GO:0007163,GO:0043652,GO:0030865,GO:0030041,GO:0032956,GO:0008360,GO:0005856,GO:0005811,GO:0031410,GO:0042995,GO:0005886,GO:0005938,GO:0019901,GO:0005525,GO:0003924
SMED3_DN4751_c0_g1	GO:0006718,GO:0007552,GO:0005737,GO:0043231,GO:0016021,GO:0016020,GO:0016709,GO:0020037,GO:0005506
SMED3_DN47536_c1_g1	GO:0032543,GO:0006427,GO:0005737,GO:0005829,GO:0005739,GO:0004821,GO:0005524
SMED3_DN4761_c0_g2	GO:0009117,GO:0042060,GO:0005737,GO:0005829,GO:0005739,GO:1990738,GO:0046872
SMED3_DN4764_c0_g1	GO:0006890,GO:0006886,GO:0006888,GO:0048280,GO:0031201,GO:0012507,GO:0005783,GO:0005794,GO:0005789,GO:0000139,GO:0016021,GO:0005484
SMED3_DN4766_c0_g2	GO:0045116,GO:0005634,GO:0005783,GO:0019788,GO:0005524
SMED3_DN476_c0_g2	GO:0045087,GO:0007399,GO:0016020,GO:0012505,GO:0030424,GO:0016021,GO:0005496,GO:0005515,GO:0008047,GO:0046872
SMED3_DN4772_c0_g1	GO:0015698,GO:0098656,GO:0045454,GO:0051027,GO:0071902,GO:0005741,GO:0005739,GO:0016021,GO:0046930,GO:0015288,GO:0008308
SMED3_DN4773_c0_g1	GO:0000070,GO:0034087,GO:1905309,GO:0051301,GO:2000001,GO:1990918,GO:0051177,GO:0007049,GO:0005634,GO:0034990,GO:0000785,GO:0000793,GO:0003682,GO:0003677
SMED3_DN4778_c0_g1	GO:0006909,GO:0031589,GO:0009617,GO:0030866,GO:0030835,GO:0120320,GO:0007015,GO:0001667,GO:0005829,GO:0030864,GO:0001891,GO:0042995,GO:0031252,GO:0005938,GO:0051015
SMED3_DN4778_c0_g2	GO:1901046,GO:0090326,GO:1904811,GO:0016567,GO:0005737,GO:0042393
SMED3_DN478_c0_g2	GO:0048312,GO:0005737,GO:0003729
SMED3_DN4795_c0_g1	GO:0030154,GO:0007283,GO:0007286,GO:0016020,GO:0016021,GO:0005125
SMED3_DN47_c0_g1	GO:0016310,GO:0008204,GO:2001023,GO:0015937,GO:0005634,GO:0005829,GO:0005737,GO:0004594,GO:0005524
SMED3_DN4801_c0_g1	GO:0006412,GO:0005576,GO:0005509
SMED3_DN4802_c0_g2	GO:0006298,GO:0070682,GO:0005634,GO:0005829,GO:0005737,GO:0005515
SMED3_DN48068_c0_g1	GO:0031532,GO:0046716,GO:0060298,GO:0007005,GO:0034446,GO:0055002,GO:0007163,GO:0040017,GO:0030031,GO:0009925,GO:0043204,GO:0030424,GO:0055120,GO:0031430,GO:0005925,GO:0015629,GO:0005737,GO:0003779
SMED3_DN4822_c0_g1	GO:0007631,GO:0009408,GO:0007620,GO:0008016,GO:0019233,GO:0042048,GO:0048266,GO:0007638,GO:0008049,GO:0070588,GO:0050966,GO:0048060,GO:0050965,GO:0045924,GO:0043052,GO:0050960,GO:0035179,GO:0016020,GO:0031462,GO:0016021,GO:0005262,GO:0005227
SMED3_DN482_c0_g2	GO:0000398,GO:1990399,GO:0030154,GO:0046660,GO:2000035,GO:0030237,GO:0005634,GO:0016607,GO:0005515,GO:0036002
SMED3_DN4832_c0_g1	GO:0007015,GO:0005856,GO:0005737,GO:0051015
SMED3_DN4834_c0_g1	GO:0007218,GO:0043661,GO:0043662,GO:0051015,GO:0048306,GO:0005509
